S 农业科学 
              S972.61+2 水平探鱼仪 
              S972.61+3 回声探鱼仪 
              S972.61+4 底层探鱼仪 
              S972.61+5 彩色探鱼仪 
              S972.61+9 其他 
            S972.63 声、光、电等赶、拦、诱集装置 
              S972.63+1 声赶、拦、诱集装置 
              S972.63+2 光赶、拦、诱集装置 
              S972.63+3 电赶、拦、诱集装置 
              S972.63+4 拟饵诱集装置 
              S972.63+5 浮式诱集装置 
              S972.63+9 其他 
            S972.64 捕鲸机械 
            S972.65 光、电、泵、无网捕鱼设备 
            S972.66 冰下捕鱼设备 
            S972.67 淡水捕鱼设备 
            S972.68 各种鱼的捕捞设备 
            S972.69 其他水产品捕捞、采集机械 
              S972.69+1 甲壳类捕捞设备 
              S972.69+2 贝类采集装置 
              S972.69+3 藻类采集装置 
              S972.69+9 其他 
          S972.7 渔船设备 
            S972.7+1 动力装置与机械 
            S972.7+2 传动装置、推进器 
            S972.7+3 甲板设备 
              S972.7+31 起网机械 
              S972.7+32 起钩机械 
            S972.7+4 电气设备 
            S972.7+5 助航设备 
            S972.7+6 通信设备 
            S972.7+7 安全设备 
            S972.7+8 起鱼、卸鱼、计鱼装置 
            S972.7+9 其他 
          S972.8 渔船驾驶 
          S972.9 航空、航天技术在渔业上的应用 
        S973 捕捞技术 
          S973.1 鱼群探测 
            S973.1+1 遥感探测 
            S973.1+2 鱼探仪探测 
            S973.1+3 其他探测法 
            S973.1+4 映像分析 
            S973.1+5 数据处理 
            S973.1+9 其他 
          S973.2 网鱼法 
            S973.2+1 流刺网捕捞 
            S973.2+2 定置网捕捞 
            S973.2+3 拖网捕捞 
            S973.2+4 围网捕捞 
            S973.2+5 抄网、掩网捕捞 
            S973.2+6 大拉网捕捞 
            S973.2+7 大扬网捕捞 
            S973.2+9 其他 
          S973.3 钓鱼法 
            S973.3+1 延绳钓鱼法 
            S973.3+2  飞 钓鱼法 
            S973.3+3 竿钓鱼法 
            S973.3+4 手钓鱼法 
            S973.3+5 跳钓鱼法 
            S973.3+6 漂浮钓鱼法 
            S973.3+7 滚钩 
            S973.3+9 其他 
          S973.4 声、光、电等拦、赶、诱鱼法 
          S973.5 光、电、泵无网捕鱼法 
          S973.6 冰下捕鱼法 
          S973.7 镖捕技术 
          S973.8 猎捕 
          S973.9 其他 
        S974 淡水捕捞 
                S974+.1/+.6 各种淡水捕捞 
          S974+.1 内 敛独?
          S974+.2 外 床独?
          S974+.3  硬独?
          S974+.5  床独?
          S974+.6 水库捕捞 
        S975 近海捕捞、沿 ２独?
        S977 远洋捕捞、深海捕捞 
        S978 捕鲸 
        S979 其他海产品捕捞 
      S98 水产物运输、保鲜、贮藏、加工、包装 
        S981 水产生物运输 
                S981.1/.5 各种水产生物运输 
            01 干运法 
            02 喷雾法 
            03 淋水法 
            04 充氧法 
            05 麻醉法 
            06 低温法 
            09 其他 
          S981.1 鱼类的运输及设备 
            S981.12 鱼卵 
            S981.13 鱼苗、鱼种 
            {S981.14} 活鱼 
            S981.15 亲鱼 
            S981.16 成鱼 
            S981.19 其他 
          S981.2 甲壳类的运输及设备 
            S981.21 虾 
            S981.22 蟹 
            S981.29 其他 
          S981.3 贝类的运输及设备 
          S981.4 藻类的运输及设备 
          S981.5 水产兽类的运输及设备 
          S981.9 其他 
        S983 水产品保鲜技术 
          01 辐射保鲜 
          02 冷冻保鲜 
            021 微冻保鲜 
            022 低温海水保鲜 
            023 连续冻结保鲜 
            024 速冻保鲜 
          04 生物保鲜 
          05 气调保鲜 
            051 混合气体保鲜 
            052 二氧化碳保鲜 
          06 化学保鲜 
          09 其他 
        S984 水产品贮藏与贮藏设备 
          S984.1 鱼类贮藏 
            S984.1+1 鲜鱼贮藏 
            S984.1+2 制品贮藏 
          S984.2 甲壳类贮藏 
            S984.2+1 鲜品贮藏 
            S984.2+2 制品贮藏 
          S984.3 贝类贮藏 
            S984.3+1 鲜品贮藏 
            S984.3+2 制品贮藏 
          S984.4 藻类贮藏 
            S984.4+1 鲜品贮藏 
            S984.4+2 制品贮藏 
          S984.6 其他水产品贮藏 
          S984.9 解冻技术 
        S985 水产品原料处理与加工设备 
          S985.1 鱼类 
            S985.1+1 鱼类鲜度测定 
            S985.1+2 鱼类分级 
            S985.1+3 鱼体加工 
            S985.1+4 畸形鱼类鉴别机、马面处理机 
            S985.1+5 小杂鱼处理机、仔鱼脱水机 
            S985.1+9 其他 
          S985.2 甲壳类 
            S985.2+1 虾 
            S985.2+2 蟹 
          S985.3 贝类 
            S985.3+1 贻贝 
            S985.3+2 蚶子 
  
            S985.3+3 蚬子 
            S985.3+4 缢蛏 
            S985.3+5 牡蛎 
            S985.3+6 扇贝 
            S985.3+9 其他 

          S985.4 藻类 
            S985.4+1 海带 
            S985.4+2 紫菜 
            S985.4+9 其他 
          S985.9 其他 
        S986 水产成品加工及设备 
          [S986.1] 水产食品加工 
          S986.2 水生生物医药用品加工 
          S986.3 工业用原材料加工 
          S986.4 日用品加工 
          S986.5 农业用原料、饲料加工 
        S988 水产品包装 
  

  

